CourseCode	ShortTitle	LongTitle	BeginTime	EndTime	Meets	Building	Room	Enrollment	Capacity	Professor
SOCI 101  A	FOUND OF SOCIOL	FOUNDATIONS OF SOCIOLOGY	11:30:00	12:45:00	TR	HH	118	36	43	Dr. Wolfe
SOCI 101  B	FOUND OF SOCIOL	FOUNDATIONS OF SOCIOLOGY	14:30:00	15:45:00	TR	HH	118	37	37	Dr. Wolfe
SOCI 105  A	PERSPEC ON SOCI	PERSPECTIVES ON SOCIOLOGY	18:30:00	19:30:00	W	HAL	302	10	10	Dr. Wolfe
SOCI 201  A	SOCIAL PROBLEMS	SOCIAL PROBLEMS	12:00:00	12:50:00	MWF	HAL	208	30	36	Dr. Wolfe
SOCI 203  A	SOC OF DEVIANT	SOC OF DEVIANT BEHAVIOR	14:30:00	15:45:00	TR	HAL	306	28	28	Dr. Wolfe
SOCI 221  A	WHITE COL CRIME	WHITE COLLAR CRIME	18:30:00	21:00:00	W	HAL	114	34	34	Dr. Wolfe
SOCI 241  A	MEDICAL ANTHROP	MEDICAL ANTHROPOLOGY	10:05:00	11:20:00	TR	HAL	308	36	36	Dr. Wolfe
SOCI 251  A	COURTSHIP & MAR	COURTSHIP & MARRIAGE	08:00:00	08:50:00	MWF	HAL	316	33	39	Dr. Wolfe
SOCI 251  B	COURTSHIP & MAR	COURTSHIP & MARRIAGE	09:00:00	09:50:00	MWF	HAL	316	41	41	Dr. Wolfe
SOCI 290  A	VISION/VALUES	STUDY: VISION AND VALUES CONF	NULL	NULL		NULL	NULL	13	15	Dr. Wolfe
SOCI 290  B	STDY: INTL SOCI	STUDY:INTL SOCIAL DEVELOPMENT	13:00:00	13:50:00	MWF	HAL	301	14	14	Dr. Wolfe
SOCI 356  A	POV & STRATIFIC	POV & STRATIFICATION	10:00:00	10:50:00	MWF	HAL	306	16	16	Dr. Wolfe
SOCI 452  A	SOCI COLLOQUIUM	SOCIOLOGY COLLOQUIUM	15:00:00	17:30:00	W	HAL	210	12	14	Dr. Wolfe
SOCI 471  A	WRLDVWS CONF I	WORLDVIEWS IN CONFLICT I	13:00:00	13:50:00	MWF	HH	118	27	27	Dr. Wolfe
SOCW 209  A	INTRO SOCI WORK	INTRODUCTION TO SOCIAL WORK	18:30:00	21:00:00	T	HAL	114	18	21	Dr. Wolfe
SOCW 272  A	SOCI PRACTICUM	SOCIAL WORK PRACTICUM	NULL	NULL		TBA	NULL	3	3	Dr. Wolfe
SOCW 305  A	CHILD WELFARE	CHILD WELFARE	09:00:00	09:50:00	MWF	HAL	323	11	13	Dr. Wolfe
SOCW 382  A	HUMAN DIVERSITY	HUMAN DIVERSITY IN SOCI WORK PRAC	11:30:00	12:45:00	TR	HAL	105	10	12	Dr. Wolfe
SPAN 102  A	ELEM SPANISH II	ELEMENT SPANISH II	10:00:00	10:50:00	MWF	HAL	201	15	18	Dr. Wolfe
SPAN 102  B	ELEM SPANISH II	ELEMENT SPANISH II	11:00:00	11:50:00	MWF	HAL	109	12	12	Dr. Wolfe
SPAN 102  C	ELEMENT SPANISH	ELEMENT SPANISH II	13:00:00	13:50:00	MWF	HAL	109	13	13	Dr. Wolfe
SPAN 102  D	ELEM SPANISH II	ELEMENT SPANISH II	14:00:00	14:50:00	MWF	HAL	109	11	11	Dr. Wolfe
SPAN 202  A	INTERM SPAN II	INTERMED SPANISH II	09:00:00	09:50:00	MWF	HAL	109	7	7	Dr. Wolfe
SPAN 202  B	INTERM SPAN II	INTERMED SPANISH II	10:00:00	10:50:00	MWF	HAL	109	18	18	Dr. Wolfe
SPAN 202  C	INTERM SPAN II	INTERMED SPANISH II	11:00:00	11:50:00	MWF	HAL	111	18	18	Dr. Wolfe
SPAN 202  D	INTERM SPAN II	INTERMED SPANISH II	12:00:00	12:50:00	MWF	HAL	109	14	16	Dr. Wolfe
SPAN 202  E	INTERMED SPANIS	INTERMED SPANISH II	13:00:00	13:50:00	MWF	HAL	201	18	18	Dr. Wolfe
SPAN 295  A	TRANSITIONAL SP	TRANSITIONAL SPANISH	12:00:00	12:50:00	MWF	HAL	201	11	13	Dr. Wolfe
SPAN 305  A	PHONETICS & LIN	PHONETICS & LINGUISTICS	11:00:00	11:50:00	MWF	HAL	206	15	18	Dr. Wolfe
SPAN 306  A	VERB CONSTRUCT	VERB CONSTRUCTS & USAGE	08:00:00	08:50:00	MWF	HAL	206	12	12	Dr. Wolfe
SPAN 306  B	VERB CONSTRUCT	VERB CONSTRUCTS & USAGE	13:00:00	13:50:00	MWF	HAL	206	21	25	Dr. Wolfe
SPAN 320  A	MODERN SPAIN	MODERN SPAIN	08:00:00	09:15:00	TR	HAL	201	17	20	Dr. Wolfe
SPAN 323  A	LAT AM CIV/CULT	LATIN AMER CIV/CULTURE II	10:05:00	11:20:00	TR	HAL	109	17	17	Dr. Wolfe
SPAN 333  A	CONTEMP SPAN AU	CONTEMP SPAN AUTHORS	11:30:00	12:45:00	TR	HAL	201	6	7	Dr. Wolfe
SPAN 341  A	ADV GRAM PRO II	ADV GRAMMAR FOR PROFICIENCY II	10:00:00	10:50:00	MWF	HAL	206	7	8	Dr. Wolfe
SPAN 362  A	ASP LANG LRNG	ASPECTS-LANGUAGE LEARNING	08:00:00	08:50:00	WF	HAL	109	4	4	Dr. Wolfe
SPAN 460  A	INDEPENDENT STU	INDEPENDENT STUDY	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
SPAN 460  B	INDEPENDENT STU	INDEPENDENT STUDY	NULL	NULL		NULL	NULL	1	1	Dr. Wolfe
SSFT 212  A	"SCI,FAITH & TEC"	"SCIENCE, FAITH, & TECHNOLOGY"	10:00:00	10:50:00	MWF	HAL	116	39	46	Dr. Wolfe
SSFT 212  B	"SCI,FAITH & TEC"	"SCIENCE, FAITH, & TECHNOLOGY"	09:00:00	09:50:00	MWF	HAL	116	40	48	Dr. Wolfe
SSFT 212  C	"SCI,FAITH & TEC"	"SCIENCE, FAITH, & TECHNOLOGY"	13:00:00	13:50:00	MWF	HAL	310	40	48	Dr. Wolfe
SSFT 212  D	"SCI,FAITH & TEC"	"SCIENCE, FAITH, & TECHNOLOGY"	11:30:00	12:45:00	TR	HAL	304	39	39	Dr. Wolfe
SSFT 212  F	"SCI, FAITH &"	"SCIENCE, FAITH, AND TECHNOLOGY"	13:00:00	14:15:00	TR	HAL	304	32	32	Dr. Wolfe
SSFT 212  G	"SCI, FAITH &"	"SCIENCE, FAITH, AND TECHNOLOGY"	13:00:00	14:15:00	TR	HAL	310	49	58	Dr. Wolfe
SSFT 212  H	"SCI, FAITH &"	"SCIENCE, FAITH, AND TECHNOLOGY"	14:30:00	15:45:00	TR	HAL	310	42	50	Dr. Wolfe
THEA 259  A	THEATRE PRACT	THEATRE PRACTICUM	NULL	NULL		PFAC	AUD	14	16	Dr. Wolfe
THEA 261  A	STAGECRAFT	STAGECRAFT	13:00:00	14:15:00	TR	PFAC	AUD	7	8	Dr. Wolfe
THEA 262  A	DESIGN FOR THEA	DESIGN FOR THE THEATRE	13:00:00	13:50:00	MWF	PFAC	NULL	5	6	Dr. Wolfe
THEA 290  A	STUDIES IN THEA	STUDY: DRAMATURGY	14:30:00	15:45:00	TR	HAL	207	4	4	Dr. Wolfe
THEA 351  A	ADVANCED ACTING	ADVANCED ACTING	13:00:00	14:15:00	TR	HAL	207	13	13	Dr. Wolfe
WRIT 101  A	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	08:00:00	08:50:00	MWF	HAL	115	14	16	Dr. Wolfe
WRIT 101  B	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	10:00:00	10:50:00	MWF	HAL	301	18	21	Dr. Wolfe
WRIT 101  C	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC  DISCOURSE	11:00:00	11:50:00	MWF	HAL	301	18	21	Dr. Wolfe
WRIT 101  D	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	12:00:00	12:50:00	MWF	HAL	101	18	21	Dr. Wolfe
WRIT 101  E	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	13:00:00	13:50:00	MWF	HAL	101	17	20	Dr. Wolfe
WRIT 101  F	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	15:00:00	15:50:00	MWF	HAL	103	9	10	Dr. Wolfe
WRIT 101  G	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	08:00:00	09:15:00	TR	HAL	101	17	20	Dr. Wolfe
WRIT 101  H	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	08:00:00	09:15:00	TR	HAL	103	16	19	Dr. Wolfe
WRIT 101  I	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	10:05:00	11:20:00	TR	RH	SEM	17	20	Dr. Wolfe
WRIT 101  J	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	10:05:00	11:20:00	TR	HAL	207	18	21	Dr. Wolfe
WRIT 101  K	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	11:30:00	12:45:00	TR	RH	SEM	16	19	Dr. Wolfe
WRIT 101  L	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	11:30:00	12:45:00	TR	HAL	103	17	20	Dr. Wolfe
WRIT 101  M	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	13:00:00	14:15:00	TR	HAL	201	15	15	Dr. Wolfe
WRIT 101  N	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	13:00:00	14:15:00	TR	HAL	103	14	14	Dr. Wolfe
WRIT 101  O	FOUND ACAD DISC	FOUNDATIONS OF ACADEMIC DISCOURSE	14:30:00	15:45:00	TR	HAL	103	18	18	Dr. Wolfe
